Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con1_GD6_1_50906.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con2_GD7_1_50908.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con3_GD8_1_50910.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con4_GD9_1_50912.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con5_GD10_1_50914.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con6_GD11_1_50916.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con7_GD12_1_50918.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con8_GE1_1_50920.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con9_GE2_1_50922.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con10_GE3_1_50924.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con11_GE4_1_50926.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con12_GE5_1_50928.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con13_GE6_1_50930.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con14_GE7_1_50932.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con15_GE8_1_50934.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP1_GF12_1_50970.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP2_GG1_1_50972.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP3_GG2_1_50974.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP4_GG3_1_50976.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP5_GG4_1_50978.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP6_GG5_1_50980.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP7_GG6_1_50982.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP8_GG7_1_50984.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP9_GG8_1_50986.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP10_GG9_1_50988.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP11_GG10_1_50990.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP12_GG11_1_50992.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP13_GG12_1_50994.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP14_GH1_1_50996.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP15_GH2_1_50998.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP1_GE9_1_50938.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP2_GE10_1_50940.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP3_GE11_1_50942.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP4_GE12_1_50944.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP5_GF1_1_50946.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP6_GF2_1_50948.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP7_GF3_1_50950.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP8_GF4_1_50952.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP9_GF5_1_50954.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP10_GF6_1_50956.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP11_GF7_1_50958.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP12_GF8_1_50960.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP13_GF9_1_50962.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP14_GF10_1_50964.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP15_GF11_1_50966.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix1_GH3_1_50936.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix2_GH3_1_50968.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix3_GH3_1_51000.d
P08519	APOA_HUMAN	LPA	Apolipoprotein(a)	347802	327443	317051	312646	134118	68754	326023	300663	339857	543067	48023.9	374105	203451	467106	50746.3	213940	31141.5	100915	48066.6	71977.1	64349.4	59316.1	228007	12522.3	175164	217695	155398	28964.1	150855	184502	689500	276998	269398	499235	105383	512766	462493	121687	72459.1	49985.9	46521.9	11401	270254	300850	13003.1	144863	139704	151073
P08567	PLEK_HUMAN	PLEK	Pleckstrin	224090	232566	38232.5	220288	66162.5	119091	11901.1	65524.9	26944.1	16347.7		18006.9	27497.6	29865.5	33394.2	31706.3		29686.7	18605.8	6832.21		83541.7	11711.2	38797.5	11273.1	11027.4	72474.2	3617.34	56232	61646.7	13715	12969.9	9204.27	89686.5			5078.31		25262.6	9519.69	56237.2	12127.2	22636.8	6740.44	124615	20936.4	21983.2	22553.1
P08571	CD14_HUMAN	CD14	Monocyte differentiation antigen CD14	801446	945777	706942	1.0015e+06	657186	583183	847530	372174	511834	405703	930474	829136	383376	446261	675892	1.31288e+06	1.25111e+06	704127	1.01961e+06	1.17816e+06	1.14498e+06	957494	1.08729e+06	1.06276e+06	905525	1.07635e+06	845860	1.19858e+06	803536	707400	314981	454839	492526	566870	905508	1.52834e+06	1.0029e+06	1.4391e+06	840320	651365	1.06678e+06	1.55944e+06	593259	1.72866e+06	1.12707e+06	686357	679312	721586
P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	4351.09	4406.33	5256.94	4771.23			5014.74	3460.75	3789.92		4099.89	6853.62				4784.78		2726.77	8683.53					8631.5										4858.47					4669.93	9847.62	4403.74	10099.5			5911.3			
P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	7586.7	7586.67	7996.76	10161.5	5652.36	7531.89	9592.68	4583.23	8547.05	8311.36	8120.62	8212.97	5386.29	9418.23	9469.28	7605.1	11818.6	7870.56	6464.6	8591.58	11596.8	6288.22	6949.05	8672.58	9983.92	6640.9	11127.5	11931.2	12979.5	11636.4	10028.4	6673.81	7311.37	5381.39	17661.3	7475.91	7262.72	18790.2	6948.47	11640.3	7379.53	10726.1	10109.5	10660.2	13409.8	8016.84	7927.93	10265.4
P08590	MYL3_HUMAN	MYL3	Myosin light chain 3					4694.63											12989.6		11848.8	3903.88	4713.63	4558.13				15209.6									878.255	10484.1	2298.39			2283.97					4679.98	2528.11	5368.03	4593.61	4505.26
P08603	CFAH_HUMAN	CFH	Complement factor H	2.34785e+06	2.42376e+06	3.47942e+06	2.38106e+06	2.78628e+06	3.41499e+06	5.51553e+06	4.29785e+06	3.71654e+06	4.60308e+06	4.13696e+06	4.86656e+06	4.21032e+06	3.02359e+06	4.40174e+06	3.13602e+06	3.52192e+06	3.36443e+06	3.45451e+06	4.11347e+06	4.18217e+06	2.58102e+06	2.62208e+06	2.72625e+06	2.27821e+06	2.43134e+06	2.93475e+06	3.28915e+06	3.01661e+06	2.92496e+06	4.88946e+06	3.3249e+06	3.50799e+06	3.94656e+06	3.26876e+06	3.67385e+06	4.4617e+06	3.10778e+06	3.10362e+06	2.64076e+06	1.93775e+06	1.76372e+06	4.2899e+06	3.80052e+06	1.57454e+06	2.66239e+06	2.67057e+06	2.62659e+06
P08637	FCG3A_HUMAN	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	74487.4	74603.5	76642.3	64225	52190.9	97039	126435	67315.4	95768.5	69374.1	78503.2	129823	140427	54235.3	102462	116710	103093	101237	88900.6	112275	116548	121590	270395	137505	53806.3	246677	132987	93296.3	135102	157021	102413	63842.7	66650.6	86136.7	189155	215270	147941	94058.8	161535	262925	65349.9	204549	72412.8	129881	107534	118411	121496	126574
P08670	VIME_HUMAN	VIM	Vimentin	42594.1	51847	29137.1	34675.9	17455.3	23806.5	23693.4	28061.9	21181.5	29714.1	16359.2	11890.2	6580.84	4868.89	12860.2	31161.7	6785.62	10600.2	66196.6	11639.5	9331.83	14363.1	9917.36	41188.5	16093.4	11106.6	16999.9	8096.22	18610.4	19123.4	16188.4	11131.8	13009	24003.4	13438.4	3331.61	11056.3	22893.1	23873.6	29606.6	15920.8	17840.6	5852.26	10183.5	27526.9	17635.8	15887.9	17892.9
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	1.88524e+06	1.99409e+06	1.8149e+06	1.97471e+06	1.50138e+06	2.45372e+06	1.62961e+06	1.38577e+06	1.75387e+06	1.64548e+06	1.78457e+06	1.43804e+06	1.79076e+06	1.47604e+06	1.5088e+06	1.66025e+06	2.94135e+06	2.52147e+06	2.20132e+06	2.6939e+06	2.70366e+06	1.39268e+06	2.22898e+06	1.9011e+06	1.76956e+06	2.13644e+06	1.18844e+06	2.90992e+06	1.10242e+06	1.09108e+06	1.94546e+06	2.03961e+06	2.39642e+06	1.27792e+06	1.87817e+06	2.9392e+06	2.2033e+06	1.64562e+06	1.78607e+06	1.68566e+06	1.46405e+06	2.25254e+06	1.94099e+06	2.82888e+06	1.13872e+06	1.53708e+06	1.6266e+06	1.52797e+06
P08709	FA7_HUMAN	F7	Coagulation factor VII	623870	629808	382004	642944	403560	516500	500924	214089	334851	284800	564585	556413	341595	263040	517966	340796	352027	296450	168208	417469	508061	375648	330725	285012	264333	340557	282685	374801	341293	332031	357101	508332	507054	407574	231419	276877	249672	276015	382015	235863	446767	220480	389564	245407	288649	282487	319454	312717
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	3646.67	6587.45	5445.22	10500	3664.89	8734.23		8542.04	7671.3				2279.86												2514.49		5655.98		4318.17	4826.32									3536.95		4942.77	5284.2			7959.01			
P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	112010	48100	139239	80083.9	113592	108998	73191.7	683572	219088	214058	366774	128839	82670.8	248476	42749.2	206814	79266.3	320274	160098	115074	85682.6	162531	50573	117286	246826	124193	179334	92732.1	44844	171958	262299	112911	199557	131393	127518	30357.8	44771	21043.2	246442	99463.9	197299	30875.5	162218	120275	142603	93585.2	89628.5	87690.7
P08833	IBP1_HUMAN	IGFBP1	Insulin-like growth factor-binding protein 1	468169	1.03282e+06	294234	998005	877724	104421	106437	334672	272302	99117	227395	162042	190890	29127.5	207128	61229.8	846671	142655	543945	111665	110702	1.10027e+06	98220.7	1.63246e+06	46491.7	106739	550270	1.15361e+06	453364	669564	115853	259043	253611	153237	128309	236387	42433.6	732985	842729	59727.2	878537	2.03304e+06	302478	276273	1.15394e+06	590731	696014	679774
P08861	CEL3B_HUMAN	CELA3B	Chymotrypsin-like elastase family member 3B			8320.33						4076.05	2697.72				10246.5	13313.7																	13707.5	7784.34				19407.5			22277.3				2994.79	2070.36			
P08865	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2	6248.62	10438	13547.5	9423.98	7327.19	7789.25	8890.89	14378.6	11231.3	13785.4	6574.14		4066.17														8113.89											4339.71			1918.14				4010.14			
P09093	CEL3A_HUMAN	CELA3A	Chymotrypsin-like elastase family member 3A	1526.6						4216.02				2666.07	7236.89				3721.94								3796.11	6319.9				2783.52	2747.11				38112.5	6058.73									6561.38		2395.55	2438.1	
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	4629.08	5993.67		4886.97									15167.5									4883.8			3746.92	2672.57	5026.69															4895.1			5409.67			
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal		1488.18					3552.19					3457.94			3364.29				2354.76					2872.18	3484.99		3251.99		4759.07	4118.39		4597.17	5771.78	3696.87	37399		9784.2				3401.95	1792.39		3638.04	3306.06	2261.07	2946.19	1991.23
P09172	DOPO_HUMAN	DBH	Dopamine beta-hydroxylase	22391.1	23062.6	11958.7	23528.2	40793.6	44640.2	50803.7	53462.6	13566.3	48815.7	149414	48685.1	67113.1	84597.2	34430.1	36847.8	58748.6	36925.3	18753.9	19099.9	18277.7	26311.8	54758.2	16354.2	15229.4	52256	25610.2	54217.3	28579.6	28429.8	33228.8		7757.65	19448.6	31742.8	64862.4	36614.1	56409.6	29870.5	20245.6	26418.1	34327.4	61729.1	25320.5	8118.01	21551.5	29037.1	24855.4
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	75836.4	78662	24546.9	70126.8	34924.3	42881.5	22823.9	30393.4	24082.8	25933.8	27029.9	18345.2	26023.4	18368.7	30279.7	36055.5	15303.1	26686.5	125745	18872.6	17600.8	46087.8	28082.8	49699.1	26972.9	27057.4	23052.6	16354.9	24905.9	19963.5	17445.9	16287.2	12926.9	46469.5	13336	23867.8	15403.1	23693.5	13650.4	18012.4	37984.8	35621.5		13665	68735.5	32281.9	33430	30654.9
P09237	MMP7_HUMAN	MMP7	Matrilysin	6397.71	6297.61	4841.05	6635.54	9174.68	3324.15			4207						4341.95							5612.35	9017.58	3830.39	6329.7	10296.2	7098.63	2095.54	5165.24	6238.84		6288.97	4796.49		5262.95		7039.87	8985.85	2598.15	4320.05	5406.69	5003.43		4504.2	19916.2	3578.35		
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	11304.8	10338.4	8971.15	11496.8	13120.6	16864.9	3864.86	11992.6	9401.8	15506.4	13268.4	6077.26	5175.06	18531.8	16854	30153.1		6654.84	160003		3837.86	12672.9	4899.02	20302.9	3245.4	3969.14	6033.34		6873.9	6414.96			3663.4	13888.5			8111.06		5497.04	21689.4	5939.5	10447.7		3593.81	7505.67	19769.3	22983.2	20861.5
P09466	PAEP_HUMAN	PAEP	Glycodelin	2758.05					4947.71	2973					4623.98		11922	14673.5	2623.62			11704.2			4476.36	7242.88	13591.7	10470.2	6678.05	1648.35		1993.55		4173.58	3768.91	2929.63	13352.5	3279.26		7196.78				5554.92	3556.36	4224.23	3827.46	6222.55	5587.09	5951.91	5815.94
P09467	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1					5933.09		5188.81				5205.22	10038.2		7835.2	5704.75				3963.53						11948.1		4559.2		7227.43	8054.82			6108.37	12000.6	16492.8		10104.2			7679.88	4247.4		10528.2		3654.47	5089.91	5579.32	5943.98
P09486	SPRC_HUMAN	SPARC	SPARC	1.53925e+06	1.63693e+06	1.6536e+06	1.73885e+06	1.12327e+06	1.82464e+06	1.62674e+06	2.05843e+06	1.62872e+06	1.76127e+06	1.27266e+06	1.77153e+06	1.44731e+06	1.81164e+06	1.9484e+06	1.65442e+06	148746	1.14128e+06	272645	1.24241e+06	1.35094e+06	703332	911672	2.10095e+06	980851	869775	1.15285e+06	150005	1.35094e+06	1.33323e+06	1.3065e+06	1.26659e+06	1.12126e+06	1.68046e+06	83732.1	58750.7	1.24114e+06	66584	230014	476831	1.11014e+06	701419	2.48794e+06	577374	1.09479e+06	1.13124e+06	1.01651e+06	1.1114e+06
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	18314.6	14633	5258.35	16404.1	41952.1	18808.6	7025.84	14655.8	7553.79	15064.1	5121.99	7121.61	14172.6	9017.58	13131.9	59832.6	945.286	16002.8	27244.2	25904.1	28390.5	24092.7	5772.23	25730.5	33441.2	6630.36	20229.3		35280	28823	9031.3	8766.43	10868.8	32209.6	12991.1		8170.89	7246	12865.7	7945.58	25891.4	7687.95	7336.14	10849.8	30140.6	20490.1	16863.8	21082.8
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1				1526.26								6523.99							10361		6287.14			5372.77										2050.25	12985.4	5588.97						7389.27				3618.82		
P09603	CSF1_HUMAN	CSF1	Macrophage colony-stimulating factor 1	63551.6	55090.6	30107.4	67912.5	309574	26854.1	44149.6	27356.3	36770.6	32698.2	41268.5	70687.8	23802.7	36890.4	44927.7	302923	43544.3	46075.4	116568	52614.6	62448.7	45871.3	66425.7	48600.2	69655.7	76047	66041	48341	77226.2	72691	29020.1	27535.1	22412.3	63012.7	64623.4	29434	35621.2	149941	32786.5	51508.1	147865	116468	29263.2	54912.2	72537.7	93866.4	86826.4	93508.1
P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	8058.04	9522.31	17376.7	6970.73	36889	11809.2	19514	5670.99	15945.7	13924.2	9860.5	15268.1	21003.3	5368.29		14358.3	13863.2	15669.8	22254.4	12720.9	10910	13002.5	11642.9	17628.7	14578.1	12676.9	4960.27	9282.86	12530.2	11204.7		12331.2	13704.7	18565.1	18064.3	17390.8	15083.3	12285.8	8423.17	17607.1	14154.3	28308.7		11201.7	18083.8	10986.4	13929.6	11105.8
P09651;Q32P51	RA1L2_HUMAN;ROA1_HUMAN	HNRNPA1;HNRNPA1L2	Heterogeneous nuclear ribonucleoprotein A1	9868.91	13903.1	13225.9	13672.8	10229.1	10077.2	11314.2	10115.8	11728.8	4954.45	10418.4			3417.51	3677.87	13711.3		6084.26	37401.1	2950.66		9050.63	6267.19	11099.5		6403.06	5633.05	3225.33	5125.31	4545.95			3612.93	7784.09					8614.59	5704.26	4301.25	5832.02			9599.93	5235.98	7150.51	8100.31
P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	16683.5	13959		18685.6	11532.4	27657.8	18558.7	20656.8	12672.1		19761.9	15079.6		53480.2	26999.1		12770.9	17158.3	25583.2	21899.8	23195.1	20717.1	12871.9	18295.5	14287.8	9315.09	35990.6	12193	36042.8	45454.3		30023.7	19180.6	16502.6	7513.84		29652.8	20728.9	20474.3	22523.8	15498.4	24782.1	22014.8		25585.6	18502.2	15564.1	25903.2
P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	3.71131e+06	4.05657e+06	3.43177e+06	3.7562e+06	3.38501e+06	4.08678e+06	3.63418e+06	2.34048e+06	3.22397e+06	2.89138e+06	3.25405e+06	3.55474e+06	3.06224e+06	2.87534e+06	3.05912e+06	4.15056e+06	4.25481e+06	3.70954e+06	4.44721e+06	4.02883e+06	4.12788e+06	3.37193e+06	5.08975e+06	3.39296e+06	3.47746e+06	4.68461e+06	3.75851e+06	4.48427e+06	3.52089e+06	3.25173e+06	2.68192e+06	4.0681e+06	4.51618e+06	3.09406e+06	5.04729e+06	4.02024e+06	2.99607e+06	4.06281e+06	3.00606e+06	3.18198e+06	4.53035e+06	6.36634e+06	2.27228e+06	4.05287e+06	3.86908e+06	3.35002e+06	3.36034e+06	3.39976e+06
P09919	CSF3_HUMAN	CSF3	Granulocyte colony-stimulating factor																	10644.4											12201.1											32459.2									
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	44879	46749.9	32410.6	43783.4	38691.6	44999.6	76465.3	31726.8	35300.5	48180.2	86147.4	69503.4	43126	67666	32437.4	53850.4	29110.9	49962	171207	41892.9	44230.9	53932.9	88783.1	96673.8	60710.6	94245.2	37452.6	24252.2	47804.8	45146.4	22848.6	25162.2	28953.4	52221.9	62615.7	35706.9	50817.4	43807.4	22685.1	40659.9	90425.7	118174	38418.2	53692.6	77474.5	55588.6	54383.7	59936.2
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	8.53299e+06	9.33899e+06	1.11332e+07	8.8423e+06	8.89913e+06	9.09856e+06	1.0164e+07	9.9705e+06	1.03352e+07	1.42113e+07	8.08729e+06	9.13103e+06	1.20077e+07	1.12016e+07	9.99315e+06	7.2762e+06	8.67108e+06	5.3717e+06	1.03271e+07	8.14481e+06	8.05872e+06	9.8611e+06	1.03142e+07	7.61418e+06	8.3234e+06	9.6267e+06	1.02822e+07	9.26152e+06	9.8594e+06	9.3646e+06	1.19311e+07	9.00894e+06	9.20275e+06	9.89589e+06	7.83694e+06	7.68926e+06	1.01811e+07	6.76629e+06	1.0336e+07	8.90408e+06	1.21185e+07	9.29631e+06	1.06618e+07	8.81149e+06	9.2348e+06	7.23185e+06	7.13033e+06	7.15818e+06
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	1.67207e+06	1.71563e+06	2.33279e+06	2.04651e+06	1.6028e+06	1.83453e+06	2.30028e+06	2.20405e+06	1.69299e+06	3.70362e+06	2.08159e+06	2.21906e+06	2.37457e+06	2.37954e+06	1.88258e+06	1.65994e+06	1.68507e+06	1.54067e+06	2.21084e+06	1.70812e+06	1.7941e+06	1.87155e+06	2.00251e+06	1.51997e+06	2.22482e+06	1.9524e+06	1.88594e+06	1.34138e+06	1.7907e+06	1.73206e+06	2.82203e+06	1.80037e+06	1.82476e+06	2.74167e+06	1.9499e+06	2.84077e+06	2.80483e+06	1.96771e+06	2.48857e+06	1.7511e+06	2.97225e+06	1.80246e+06	2.57316e+06	2.24359e+06	1.96275e+06	1.65267e+06	1.75765e+06	1.64307e+06
P0C0S5;Q71UI9;P0C0S8;P20671;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1;P04908;P16104;Q7L7L0;Q93077;Q96QV6	H2A1A_HUMAN;H2A1B_HUMAN;H2A1C_HUMAN;H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2A3_HUMAN;H2AJ_HUMAN;H2AV_HUMAN;H2AX_HUMAN;H2AZ_HUMAN	H2AC1;H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ;H2AX;H2AZ1;H2AZ2	Histone H2A type 1-B/E	414707	345753	135321	388566	220063	201010	83757.6	105140	182075	1.30085e+06	200878	54216.8	206780	193670	76870.7	1.34184e+06	34902.6	75162.5	2.38384e+06	115854	110129	123167	283470	673326	316286	265903	125622	40519.7	105056	136547	85609.5	55592.8	57171.9	411993	104258	54776.7	71334.5	51371.4	210244	288329	189616	153504	80721.3	52219.9	442628	367018	392169	348652
P0CG47;P0CG48;P62979;P62987	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	125258	90397.1	68938.7	78854.6	74093.8	77851.7	71803.8	91694.1	65640	69721.4	107787	58889.7	58843.8	80637.7	48395.6	70621	37095.4	60999.9	107833	38050.6	42279.9	66541	37795.5	48825.8	37955.5	52403.8	48940.3	37543.1	60438.3	64789.2	64130.8	56041.8	48647.6	82286.2	48799.8	34086	54821.3	34854.5	50246.4	84465	34760.6	48514.1	42995.8	26005.8	44552	59063.4	54307.8	65303
P0DJD8	PEPA3_HUMAN	PGA3	Pepsin A-3	12848.2	16112.3	10495.2	14697.9	16346.4		3415.7	8031.19	8685.65				6277.55		10315.1	7750.25	22688.3		24109.3	37884	22788.3	18510.3	63536.2		56961.3	56954.4	8167.13	39840.6	8506.61	8394.22	8036.74		9205.82					78978.5			8831.8	3742.33		16433.9	23374.5	14469.8	19283.3	16507.4
P0DJI8	SAA1_HUMAN	SAA1	Serum amyloid A-1 protein	541378	1.04654e+06	71555.5	978878	44144.3	32004.6	856502	46020.6	29579	185311	3.2627e+06	1.13637e+06	26788	643640	436094	4.64802e+06	2.80272e+06	3.29279e+06	2.77137e+06	4.5583e+06	4.57272e+06	3.06793e+06	3.76205e+06	3.5785e+06	3.01604e+06	3.63171e+06	381072	2.84435e+06	207190	243453	522870	3.14025e+06	3.06587e+06	3.37104e+06	1.11086e+06	5.33682e+06	3.39726e+06	3.12473e+06	1.62251e+06	634463	1.14213e+06	2.93013e+06	5.53497e+06	5.00714e+06	395149	3.66069e+06	3.65526e+06	3.49067e+06
P0DJI9	SAA2_HUMAN	SAA2	Serum amyloid A-2 protein	182428	260729	33555.1	239047	66613.4	19044	555198	43436.4	21404.5	394248	6.84832e+06	707273	60824.3	743538	327210	7.71548e+06	2.81158e+06	4.70002e+06	1.84541e+06	5.56944e+06	6.05288e+06	3.11822e+06	2.88895e+06	3.41592e+06	3.82269e+06	2.9211e+06	119605	2.89995e+06	115104	138682	393441	2.10704e+06	1.97922e+06	3.99029e+06	1.14067e+06	9.07778e+06	7.50615e+06	2.64089e+06	763108	593514	626852	1.65128e+06	4.13873e+06	5.91037e+06	218508	3.34096e+06	4.18676e+06	3.79973e+06
P0DMV8;P0DMV9	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	20599.1	21037.5	9128.37	21059.8	18093.8	19033.5	16090.2	13826.5	12695.3	19752.6	15580.6	10913.5	5923.18	13945.5	9320.38	31410.4	7952.42	16908.6	84278.3	14022.2	14592.8	105975	20487.5	22530.1	17430.4	18942.6	13234.7	6761.17	17929.5	16045.3	11014.7	8330.64	9711.08	21540.4	34974	6382.39	8059.8	15374.3	10401	18998.2	19312.4	21556.1	10472.7	8684.59	21325.2	20944.1	24848.1	20370.5
P0DOX2	IGA2_HUMAN		Immunoglobulin alpha-2 heavy chain	524715	569600	323433	698808	1.12616e+06	580913	770265	477746	291866	1.0842e+06	1.62431e+06	689851	1.86576e+06	1.20877e+06	1.42469e+06	1.43746e+06	878820	1.37045e+06	1.23201e+06	868888	806727	1.93841e+06	521499	2.37364e+06	698644	650095	942056	965451	771480	890302	1.61742e+06	447300	681679	2.1924e+06	402494	681224	301121	480757	730235	1.2121e+06	1.08024e+06	1.64367e+06	2.76589e+06	788089	1.00422e+06	1.23207e+06	1.29081e+06	1.22419e+06
P0DOX3	IGD_HUMAN		Immunoglobulin delta heavy chain	136780	136613	472530	121889	192520	292872	717546	1.96287e+06	393176	92493.9	897041	662145	303316	132471	391022	53434.8	93366.8	205136	886258	914693	1.07717e+06	292187	1.08355e+06	752697	104203	1.0702e+06	229292	71173.8	231262	212041	125182	395564	395230	646017	205649	259805	132430	103754	393227	1.11098e+06	463938	220175	578397	225518	336282	384175	392307	380321
P0DOX4	IGE_HUMAN		Immunoglobulin epsilon heavy chain	6716.74	10654.1		9157.53	20567.1		15574.4	2608.77	8746.54		44751.2	24831.1	14589.1	210195	58509.3	5023.42			29883.2	96781.7	97621.4	47247.3	4060.05		241945	10596	2673.24				2022.16	35207.8	35842.9		3210.62				6952.29	5765.83	91391.1	13152.8	3658.2	9882	98277.4	35743.1	34550.2	40282.7
P0DOX5	IGG1_HUMAN		Immunoglobulin gamma-1 heavy chain	3.30939e+06	3.79054e+06	3.15247e+06	3.4698e+06	4.93126e+06	4.83086e+06	4.68253e+06	8.39676e+06	6.34797e+06	6.61061e+06	5.8054e+06	6.03738e+06	1.37184e+07	7.37216e+06	6.29002e+06	4.19997e+06	3.72927e+06	4.65553e+06	6.21641e+06	3.54751e+06	3.09063e+06	9.18047e+06	8.16584e+06	4.36792e+06	3.37938e+06	7.23536e+06	5.25991e+06	3.66468e+06	6.21268e+06	5.55868e+06	9.09214e+06	6.76046e+06	5.65784e+06	5.1411e+06	4.89595e+06	7.00305e+06	9.13116e+06	6.01824e+06	6.43045e+06	7.97508e+06	4.06717e+06	4.66465e+06	4.59747e+06	3.56503e+06	4.96872e+06	7.43899e+06	6.81429e+06	7.07982e+06
P0DOX6	IGM_HUMAN		Immunoglobulin mu heavy chain	130972	117093	26995.8	119319	83039.6	141735	75100.1	46444.4	116287	62124.8	112206	80791	125697	269317	130585	23995.3	61318.5	112084	33063.2	102578	108974	172453	50534.4	222510	252894	47612.7	141875	58044.8	136767	178080	197915	320257	266741	39175.2	29450.9	19978.8	55347.9	39959.6	630991	397379	51830.9	173355	45905.6	59223	96533.6	104072	81735	83427.5
